corridor_id,train_no,train_name,train_type,direction,station_code,km,arr,dep
C2,11085,Indrayani Exp,Express,up,CSMT,0,21:45,21:47
C2,11093,Passenger 11093,Passenger,down,CSMT,0,04:38,04:38
C2,11093,Passenger 11093,Passenger,down,DR,9,04:50,04:51
C2,11093,Passenger 11093,Passenger,down,TNA,34,05:22,05:23
C2,11093,Passenger 11093,Passenger,down,DI,49,05:43,05:44
C2,11093,Passenger 11093,Passenger,down,KYN,54,05:51,05:52
C2,11093,Passenger 11093,Passenger,down,BUD,68,06:10,06:11
C2,11093,Passenger 11093,Passenger,down,KJT,100,06:56,06:57
C2,11093,Passenger 11093,Passenger,down,KAD,123,07:28,07:29
C2,11093,Passenger 11093,Passenger,down,LNL,128,07:36,07:37
C2,11100,Passenger 11100,Passenger,down,CSMT,0,06:23,06:23
C2,11100,Passenger 11100,Passenger,down,DR,9,06:35,06:36
C2,11100,Passenger 11100,Passenger,down,TNA,34,07:10,07:11
C2,11100,Passenger 11100,Passenger,down,DI,49,07:32,07:33
C2,11100,Passenger 11100,Passenger,down,KYN,54,07:40,07:41
C2,11100,Passenger 11100,Passenger,down,BUD,68,07:59,08:00
C2,11100,Passenger 11100,Passenger,down,KJT,100,08:40,08:41
C2,11100,Passenger 11100,Passenger,down,KAD,123,09:11,09:12
C2,11100,Passenger 11100,Passenger,down,LNL,128,09:18,09:19
C2,11106,Passenger 11106,Passenger,down,CSMT,0,08:29,08:29
C2,11106,Passenger 11106,Passenger,down,DR,9,08:41,08:42
C2,11106,Passenger 11106,Passenger,down,TNA,34,09:13,09:14
C2,11106,Passenger 11106,Passenger,down,DI,49,09:33,09:34
C2,11106,Passenger 11106,Passenger,down,KYN,54,09:41,09:42
C2,11106,Passenger 11106,Passenger,down,BUD,68,10:01,10:02
C2,11106,Passenger 11106,Passenger,down,KJT,100,10:45,10:46
C2,11106,Passenger 11106,Passenger,down,KAD,123,11:19,11:20
C2,11106,Passenger 11106,Passenger,down,LNL,128,11:26,11:27
C2,11114,Passenger 11114,Passenger,down,CSMT,0,10:28,10:28
C2,11114,Passenger 11114,Passenger,down,DR,9,10:40,10:41
C2,11114,Passenger 11114,Passenger,down,TNA,34,11:16,11:17
C2,11114,Passenger 11114,Passenger,down,DI,49,11:37,11:38
C2,11114,Passenger 11114,Passenger,down,KYN,54,11:45,11:46
C2,11114,Passenger 11114,Passenger,down,BUD,68,12:05,12:06
C2,11114,Passenger 11114,Passenger,down,KJT,100,12:50,12:51
C2,11114,Passenger 11114,Passenger,down,KAD,123,13:23,13:24
C2,11114,Passenger 11114,Passenger,down,LNL,128,13:31,13:32
C2,11123,Passenger 11123,Passenger,down,CSMT,0,14:07,14:07
C2,11123,Passenger 11123,Passenger,down,DR,9,14:19,14:20
C2,11123,Passenger 11123,Passenger,down,TNA,34,14:53,14:54
C2,11123,Passenger 11123,Passenger,down,DI,49,15:16,15:17
C2,11123,Passenger 11123,Passenger,down,KYN,54,15:24,15:25
C2,11123,Passenger 11123,Passenger,down,BUD,68,15:43,15:44
C2,11123,Passenger 11123,Passenger,down,KJT,100,16:28,16:29
C2,11123,Passenger 11123,Passenger,down,KAD,123,16:58,16:59
C2,11123,Passenger 11123,Passenger,down,LNL,128,17:06,17:07
C2,11129,Passenger 11129,Passenger,down,CSMT,0,16:00,16:00
C2,11129,Passenger 11129,Passenger,down,DR,9,16:13,16:14
C2,11129,Passenger 11129,Passenger,down,TNA,34,16:47,16:48
C2,11129,Passenger 11129,Passenger,down,DI,49,17:09,17:10
C2,11129,Passenger 11129,Passenger,down,KYN,54,17:16,17:17
C2,11129,Passenger 11129,Passenger,down,BUD,68,17:37,17:38
C2,11129,Passenger 11129,Passenger,down,KJT,100,18:20,18:21
C2,11129,Passenger 11129,Passenger,down,KAD,123,18:54,18:55
C2,11129,Passenger 11129,Passenger,down,LNL,128,19:01,19:02
C2,11134,Passenger 11134,Passenger,down,CSMT,0,18:02,18:02
C2,11134,Passenger 11134,Passenger,down,DR,9,18:14,18:15
C2,11134,Passenger 11134,Passenger,down,TNA,34,18:49,18:50
C2,11134,Passenger 11134,Passenger,down,DI,49,19:10,19:11
C2,11134,Passenger 11134,Passenger,down,KYN,54,19:18,19:19
C2,11134,Passenger 11134,Passenger,down,BUD,68,19:37,19:38
C2,11134,Passenger 11134,Passenger,down,KJT,100,20:22,20:23
C2,11134,Passenger 11134,Passenger,down,KAD,123,20:53,20:54
C2,11134,Passenger 11134,Passenger,down,LNL,128,21:01,21:02
C2,11143,Passenger 11143,Passenger,down,CSMT,0,20:02,20:02
C2,11143,Passenger 11143,Passenger,down,DR,9,20:15,20:16
C2,11143,Passenger 11143,Passenger,down,TNA,34,20:51,20:52
C2,11143,Passenger 11143,Passenger,down,DI,49,21:12,21:13
C2,11143,Passenger 11143,Passenger,down,KYN,54,21:20,21:21
C2,11143,Passenger 11143,Passenger,down,BUD,68,21:38,21:39
C2,11143,Passenger 11143,Passenger,down,KJT,100,22:24,22:25
C2,11143,Passenger 11143,Passenger,down,KAD,123,22:54,22:55
C2,11143,Passenger 11143,Passenger,down,LNL,128,23:01,23:02
C2,11148,Passenger 11148,Passenger,up,LNL,128,05:06,05:06
C2,11148,Passenger 11148,Passenger,up,KAD,123,05:12,05:13
C2,11148,Passenger 11148,Passenger,up,KJT,100,05:45,05:46
C2,11148,Passenger 11148,Passenger,up,BUD,68,06:31,06:32
C2,11148,Passenger 11148,Passenger,up,KYN,54,06:50,06:51
C2,11148,Passenger 11148,Passenger,up,DI,49,06:58,06:59
C2,11148,Passenger 11148,Passenger,up,TNA,34,07:20,07:21
C2,11148,Passenger 11148,Passenger,up,DR,9,07:52,07:53
C2,11148,Passenger 11148,Passenger,up,CSMT,0,08:05,08:06
C2,11157,Passenger 11157,Passenger,up,LNL,128,07:06,07:06
C2,11157,Passenger 11157,Passenger,up,KAD,123,07:13,07:14
C2,11157,Passenger 11157,Passenger,up,KJT,100,07:46,07:47
C2,11157,Passenger 11157,Passenger,up,BUD,68,08:33,08:34
C2,11157,Passenger 11157,Passenger,up,KYN,54,08:53,08:54
C2,11157,Passenger 11157,Passenger,up,DI,49,09:00,09:01
C2,11157,Passenger 11157,Passenger,up,TNA,34,09:22,09:23
C2,11157,Passenger 11157,Passenger,up,DR,9,09:56,09:57
C2,11157,Passenger 11157,Passenger,up,CSMT,0,10:09,10:10
C2,11162,Passenger 11162,Passenger,up,LNL,128,08:54,08:54
C2,11162,Passenger 11162,Passenger,up,KAD,123,09:01,09:02
C2,11162,Passenger 11162,Passenger,up,KJT,100,09:32,09:33
C2,11162,Passenger 11162,Passenger,up,BUD,68,10:17,10:18
C2,11162,Passenger 11162,Passenger,up,KYN,54,10:37,10:38
C2,11162,Passenger 11162,Passenger,up,DI,49,10:44,10:45
C2,11162,Passenger 11162,Passenger,up,TNA,34,11:04,11:05
C2,11162,Passenger 11162,Passenger,up,DR,9,11:38,11:39
C2,11162,Passenger 11162,Passenger,up,CSMT,0,11:51,11:52
C2,11171,Passenger 11171,Passenger,up,LNL,128,11:02,11:02
C2,11171,Passenger 11171,Passenger,up,KAD,123,11:10,11:11
C2,11171,Passenger 11171,Passenger,up,KJT,100,11:41,11:42
C2,11171,Passenger 11171,Passenger,up,BUD,68,12:28,12:29
C2,11171,Passenger 11171,Passenger,up,KYN,54,12:49,12:50
C2,11171,Passenger 11171,Passenger,up,DI,49,12:56,12:57
C2,11171,Passenger 11171,Passenger,up,TNA,34,13:18,13:19
C2,11171,Passenger 11171,Passenger,up,DR,9,13:52,13:53
C2,11171,Passenger 11171,Passenger,up,CSMT,0,14:06,14:07
C2,11175,Passenger 11175,Passenger,up,LNL,128,14:23,14:23
C2,11175,Passenger 11175,Passenger,up,KAD,123,14:29,14:30
C2,11175,Passenger 11175,Passenger,up,KJT,100,14:59,15:00
C2,11175,Passenger 11175,Passenger,up,BUD,68,15:42,15:43
C2,11175,Passenger 11175,Passenger,up,KYN,54,16:03,16:04
C2,11175,Passenger 11175,Passenger,up,DI,49,16:10,16:11
C2,11175,Passenger 11175,Passenger,up,TNA,34,16:31,16:32
C2,11175,Passenger 11175,Passenger,up,DR,9,17:03,17:04
C2,11175,Passenger 11175,Passenger,up,CSMT,0,17:17,17:18
C2,11182,Passenger 11182,Passenger,up,LNL,128,16:27,16:27
C2,11182,Passenger 11182,Passenger,up,KAD,123,16:33,16:34
C2,11182,Passenger 11182,Passenger,up,KJT,100,17:05,17:06
C2,11182,Passenger 11182,Passenger,up,BUD,68,17:49,17:50
C2,11182,Passenger 11182,Passenger,up,KYN,54,18:09,18:10
C2,11182,Passenger 11182,Passenger,up,DI,49,18:17,18:18
C2,11182,Passenger 11182,Passenger,up,TNA,34,18:36,18:37
C2,11182,Passenger 11182,Passenger,up,DR,9,19:10,19:11
C2,11182,Passenger 11182,Passenger,up,CSMT,0,19:23,19:24
C2,11190,Passenger 11190,Passenger,up,LNL,128,18:34,18:34
C2,11190,Passenger 11190,Passenger,up,KAD,123,18:40,18:41
C2,11190,Passenger 11190,Passenger,up,KJT,100,19:14,19:15
C2,11190,Passenger 11190,Passenger,up,BUD,68,19:57,19:58
C2,11190,Passenger 11190,Passenger,up,KYN,54,20:16,20:17
C2,11190,Passenger 11190,Passenger,up,DI,49,20:23,20:24
C2,11190,Passenger 11190,Passenger,up,TNA,34,20:43,20:44
C2,11190,Passenger 11190,Passenger,up,DR,9,21:20,21:21
C2,11190,Passenger 11190,Passenger,up,CSMT,0,21:33,21:34
C2,11197,Passenger 11197,Passenger,up,LNL,128,20:24,20:24
C2,11197,Passenger 11197,Passenger,up,KAD,123,20:31,20:32
C2,11197,Passenger 11197,Passenger,up,KJT,100,21:05,21:06
C2,11197,Passenger 11197,Passenger,up,BUD,68,21:51,21:52
C2,11197,Passenger 11197,Passenger,up,KYN,54,22:10,22:11
C2,11197,Passenger 11197,Passenger,up,DI,49,22:18,22:19
C2,11197,Passenger 11197,Passenger,up,TNA,34,22:39,22:40
C2,11197,Passenger 11197,Passenger,up,DR,9,23:15,23:16
C2,11197,Passenger 11197,Passenger,up,CSMT,0,23:27,23:28
C2,11203,Suburban 11203,Suburban,down,CSMT,0,04:45,04:45
C2,11203,Suburban 11203,Suburban,down,DR,9,04:57,04:58
C2,11203,Suburban 11203,Suburban,down,TNA,34,05:34,05:35
C2,11203,Suburban 11203,Suburban,down,DI,49,05:57,05:58
C2,11203,Suburban 11203,Suburban,down,KYN,54,06:06,06:07
C2,11211,Suburban 11211,Suburban,up,LNL,128,04:47,04:47
C2,11211,Suburban 11211,Suburban,up,KAD,123,04:54,04:55
C2,11211,Suburban 11211,Suburban,up,KJT,100,05:27,05:28
C2,11218,Suburban 11218,Suburban,down,CSMT,0,05:05,05:05
C2,11218,Suburban 11218,Suburban,down,DR,9,05:19,05:20
C2,11218,Suburban 11218,Suburban,down,TNA,34,05:58,05:59
C2,11218,Suburban 11218,Suburban,down,DI,49,06:23,06:24
C2,11218,Suburban 11218,Suburban,down,KYN,54,06:32,06:33
C2,11228,Suburban 11228,Suburban,up,LNL,128,05:13,05:13
C2,11228,Suburban 11228,Suburban,up,KAD,123,05:21,05:22
C2,11228,Suburban 11228,Suburban,up,KJT,100,05:53,05:54
C2,11233,Suburban 11233,Suburban,down,CSMT,0,05:27,05:27
C2,11233,Suburban 11233,Suburban,down,DR,9,05:41,05:42
C2,11233,Suburban 11233,Suburban,down,TNA,34,06:19,06:20
C2,11233,Suburban 11233,Suburban,down,DI,49,06:40,06:41
C2,11233,Suburban 11233,Suburban,down,KYN,54,06:48,06:49
C2,11239,Suburban 11239,Suburban,up,LNL,128,05:33,05:33
C2,11239,Suburban 11239,Suburban,up,KAD,123,05:41,05:42
C2,11239,Suburban 11239,Suburban,up,KJT,100,06:16,06:17
C2,11245,Suburban 11245,Suburban,down,CSMT,0,05:50,05:50
C2,11245,Suburban 11245,Suburban,down,DR,9,06:04,06:05
C2,11245,Suburban 11245,Suburban,down,TNA,34,06:39,06:40
C2,11245,Suburban 11245,Suburban,down,DI,49,07:02,07:03
C2,11245,Suburban 11245,Suburban,down,KYN,54,07:10,07:11
C2,11254,Suburban 11254,Suburban,up,LNL,128,05:54,05:54
C2,11254,Suburban 11254,Suburban,up,KAD,123,06:02,06:03
C2,11254,Suburban 11254,Suburban,up,KJT,100,06:38,06:39
C2,11263,Suburban 11263,Suburban,down,CSMT,0,06:11,06:11
C2,11263,Suburban 11263,Suburban,down,DR,9,06:24,06:25
C2,11263,Suburban 11263,Suburban,down,TNA,34,07:01,07:02
C2,11263,Suburban 11263,Suburban,down,DI,49,07:25,07:26
C2,11263,Suburban 11263,Suburban,down,KYN,54,07:34,07:35
C2,11266,Suburban 11266,Suburban,up,LNL,128,06:19,06:19
C2,11266,Suburban 11266,Suburban,up,KAD,123,06:27,06:28
C2,11266,Suburban 11266,Suburban,up,KJT,100,07:02,07:03
C2,11277,Suburban 11277,Suburban,down,CSMT,0,06:32,06:32
C2,11277,Suburban 11277,Suburban,down,DR,9,06:44,06:45
C2,11277,Suburban 11277,Suburban,down,TNA,34,07:21,07:22
C2,11277,Suburban 11277,Suburban,down,DI,49,07:43,07:44
C2,11277,Suburban 11277,Suburban,down,KYN,54,07:52,07:53
C2,11281,Suburban 11281,Suburban,up,LNL,128,06:37,06:37
C2,11281,Suburban 11281,Suburban,up,KAD,123,06:45,06:46
C2,11281,Suburban 11281,Suburban,up,KJT,100,07:21,07:22
C2,11291,Suburban 11291,Suburban,down,CSMT,0,06:52,06:52
C2,11291,Suburban 11291,Suburban,down,DR,9,07:06,07:07
C2,11291,Suburban 11291,Suburban,down,TNA,34,07:44,07:45
C2,11291,Suburban 11291,Suburban,down,DI,49,08:08,08:09
C2,11291,Suburban 11291,Suburban,down,KYN,54,08:16,08:17
C2,11297,Suburban 11297,Suburban,up,LNL,128,06:55,06:55
C2,11297,Suburban 11297,Suburban,up,KAD,123,07:02,07:03
C2,11297,Suburban 11297,Suburban,up,KJT,100,07:35,07:36
C2,11301,Suburban 11301,Suburban,down,CSMT,0,07:00,07:00
C2,11301,Suburban 11301,Suburban,down,DR,9,07:13,07:14
C2,11301,Suburban 11301,Suburban,down,TNA,34,07:51,07:52
C2,11301,Suburban 11301,Suburban,down,DI,49,08:13,08:14
C2,11301,Suburban 11301,Suburban,down,KYN,54,08:22,08:23
C2,11312,Suburban 11312,Suburban,up,LNL,128,07:09,07:09
C2,11312,Suburban 11312,Suburban,up,KAD,123,07:16,07:17
C2,11312,Suburban 11312,Suburban,up,KJT,100,07:49,07:50
C2,11317,Suburban 11317,Suburban,down,CSMT,0,07:15,07:15
C2,11317,Suburban 11317,Suburban,down,DR,9,07:27,07:28
C2,11317,Suburban 11317,Suburban,down,TNA,34,08:03,08:04
C2,11317,Suburban 11317,Suburban,down,DI,49,08:26,08:27
C2,11317,Suburban 11317,Suburban,down,KYN,54,08:34,08:35
C2,11325,Suburban 11325,Suburban,up,LNL,128,07:22,07:22
C2,11325,Suburban 11325,Suburban,up,KAD,123,07:29,07:30
C2,11325,Suburban 11325,Suburban,up,KJT,100,08:04,08:05
C2,11329,Suburban 11329,Suburban,down,CSMT,0,07:28,07:28
C2,11329,Suburban 11329,Suburban,down,DR,9,07:41,07:42
C2,11329,Suburban 11329,Suburban,down,TNA,34,08:17,08:18
C2,11329,Suburban 11329,Suburban,down,DI,49,08:40,08:41
C2,11329,Suburban 11329,Suburban,down,KYN,54,08:49,08:50
C2,11337,Suburban 11337,Suburban,up,LNL,128,07:31,07:31
C2,11337,Suburban 11337,Suburban,up,KAD,123,07:38,07:39
C2,11337,Suburban 11337,Suburban,up,KJT,100,08:12,08:13
C2,11347,Suburban 11347,Suburban,down,CSMT,0,07:43,07:43
C2,11347,Suburban 11347,Suburban,down,DR,9,07:55,07:56
C2,11347,Suburban 11347,Suburban,down,TNA,34,08:32,08:33
C2,11347,Suburban 11347,Suburban,down,DI,49,08:55,08:56
C2,11347,Suburban 11347,Suburban,down,KYN,54,09:03,09:04
C2,11353,Suburban 11353,Suburban,up,LNL,128,07:49,07:49
C2,11353,Suburban 11353,Suburban,up,KAD,123,07:56,07:57
C2,11353,Suburban 11353,Suburban,up,KJT,100,08:32,08:33
C2,11357,Suburban 11357,Suburban,down,CSMT,0,07:58,07:58
C2,11357,Suburban 11357,Suburban,down,DR,9,08:11,08:12
C2,11357,Suburban 11357,Suburban,down,TNA,34,08:46,08:47
C2,11357,Suburban 11357,Suburban,down,DI,49,09:11,09:12
C2,11357,Suburban 11357,Suburban,down,KYN,54,09:19,09:20
C2,11368,Suburban 11368,Suburban,up,LNL,128,08:08,08:08
C2,11368,Suburban 11368,Suburban,up,KAD,123,08:15,08:16
C2,11368,Suburban 11368,Suburban,up,KJT,100,08:48,08:49
C2,11371,Suburban 11371,Suburban,down,CSMT,0,08:12,08:12
C2,11371,Suburban 11371,Suburban,down,DR,9,08:26,08:27
C2,11371,Suburban 11371,Suburban,down,TNA,34,09:06,09:07
C2,11371,Suburban 11371,Suburban,down,DI,49,09:30,09:31
C2,11371,Suburban 11371,Suburban,down,KYN,54,09:38,09:39
C2,11382,Suburban 11382,Suburban,up,LNL,128,08:15,08:15
C2,11382,Suburban 11382,Suburban,up,KAD,123,08:22,08:23
C2,11382,Suburban 11382,Suburban,up,KJT,100,08:59,09:00
C2,11388,Suburban 11388,Suburban,down,CSMT,0,08:28,08:28
C2,11388,Suburban 11388,Suburban,down,DR,9,08:41,08:42
C2,11388,Suburban 11388,Suburban,down,TNA,34,09:18,09:19
C2,11388,Suburban 11388,Suburban,down,DI,49,09:40,09:41
C2,11388,Suburban 11388,Suburban,down,KYN,54,09:48,09:49
C2,11394,Suburban 11394,Suburban,up,LNL,128,08:31,08:31
C2,11394,Suburban 11394,Suburban,up,KAD,123,08:39,08:40
C2,11394,Suburban 11394,Suburban,up,KJT,100,09:14,09:15
C2,11401,Suburban 11401,Suburban,down,CSMT,0,08:43,08:43
C2,11401,Suburban 11401,Suburban,down,DR,9,08:56,08:57
C2,11401,Suburban 11401,Suburban,down,TNA,34,09:35,09:36
C2,11401,Suburban 11401,Suburban,down,DI,49,09:59,10:00
C2,11401,Suburban 11401,Suburban,down,KYN,54,10:07,10:08
C2,11409,Suburban 11409,Suburban,up,LNL,128,08:52,08:52
C2,11409,Suburban 11409,Suburban,up,KAD,123,08:59,09:00
C2,11409,Suburban 11409,Suburban,up,KJT,100,09:31,09:32
C2,11416,Suburban 11416,Suburban,down,CSMT,0,09:00,09:00
C2,11416,Suburban 11416,Suburban,down,DR,9,09:14,09:15
C2,11416,Suburban 11416,Suburban,down,TNA,34,09:52,09:53
C2,11416,Suburban 11416,Suburban,down,DI,49,10:16,10:17
C2,11416,Suburban 11416,Suburban,down,KYN,54,10:25,10:26
C2,11421,Suburban 11421,Suburban,up,LNL,128,09:09,09:09
C2,11421,Suburban 11421,Suburban,up,KAD,123,09:17,09:18
C2,11421,Suburban 11421,Suburban,up,KJT,100,09:53,09:54
C2,11428,Suburban 11428,Suburban,down,CSMT,0,09:15,09:15
C2,11428,Suburban 11428,Suburban,down,DR,9,09:29,09:30
C2,11428,Suburban 11428,Suburban,down,TNA,34,10:06,10:07
C2,11428,Suburban 11428,Suburban,down,DI,49,10:28,10:29
C2,11428,Suburban 11428,Suburban,down,KYN,54,10:36,10:37
C2,11435,Suburban 11435,Suburban,up,LNL,128,09:24,09:24
C2,11435,Suburban 11435,Suburban,up,KAD,123,09:32,09:33
C2,11435,Suburban 11435,Suburban,up,KJT,100,10:08,10:09
C2,11442,Suburban 11442,Suburban,down,CSMT,0,09:29,09:29
C2,11442,Suburban 11442,Suburban,down,DR,9,09:43,09:44
C2,11442,Suburban 11442,Suburban,down,TNA,34,10:20,10:21
C2,11442,Suburban 11442,Suburban,down,DI,49,10:44,10:45
C2,11442,Suburban 11442,Suburban,down,KYN,54,10:52,10:53
C2,11451,Suburban 11451,Suburban,up,LNL,128,09:32,09:32
C2,11451,Suburban 11451,Suburban,up,KAD,123,09:39,09:40
C2,11451,Suburban 11451,Suburban,up,KJT,100,10:12,10:13
C2,11459,Suburban 11459,Suburban,down,CSMT,0,09:44,09:44
C2,11459,Suburban 11459,Suburban,down,DR,9,09:57,09:58
C2,11459,Suburban 11459,Suburban,down,TNA,34,10:32,10:33
C2,11459,Suburban 11459,Suburban,down,DI,49,10:54,10:55
C2,11459,Suburban 11459,Suburban,down,KYN,54,11:02,11:03
C2,11465,Suburban 11465,Suburban,up,LNL,128,09:47,09:47
C2,11465,Suburban 11465,Suburban,up,KAD,123,09:55,09:56
C2,11465,Suburban 11465,Suburban,up,KJT,100,10:31,10:32
C2,11473,Suburban 11473,Suburban,down,CSMT,0,10:00,10:00
C2,11473,Suburban 11473,Suburban,down,DR,9,10:13,10:14
C2,11473,Suburban 11473,Suburban,down,TNA,34,10:52,10:53
C2,11473,Suburban 11473,Suburban,down,DI,49,11:16,11:17
C2,11473,Suburban 11473,Suburban,down,KYN,54,11:24,11:25
C2,11480,Suburban 11480,Suburban,up,LNL,128,10:07,10:07
C2,11480,Suburban 11480,Suburban,up,KAD,123,10:14,10:15
C2,11480,Suburban 11480,Suburban,up,KJT,100,10:50,10:51
C2,11487,Suburban 11487,Suburban,down,CSMT,0,10:17,10:17
C2,11487,Suburban 11487,Suburban,down,DR,9,10:30,10:31
C2,11487,Suburban 11487,Suburban,down,TNA,34,11:06,11:07
C2,11487,Suburban 11487,Suburban,down,DI,49,11:29,11:30
C2,11487,Suburban 11487,Suburban,down,KYN,54,11:37,11:38
C2,11491,Suburban 11491,Suburban,up,LNL,128,10:26,10:26
C2,11491,Suburban 11491,Suburban,up,KAD,123,10:33,10:34
C2,11491,Suburban 11491,Suburban,up,KJT,100,11:06,11:07
C2,11497,Suburban 11497,Suburban,down,CSMT,0,10:30,10:30
C2,11497,Suburban 11497,Suburban,down,DR,9,10:43,10:44
C2,11497,Suburban 11497,Suburban,down,TNA,34,11:19,11:20
C2,11497,Suburban 11497,Suburban,down,DI,49,11:43,11:44
C2,11497,Suburban 11497,Suburban,down,KYN,54,11:52,11:53
C2,11504,Suburban 11504,Suburban,up,LNL,128,10:35,10:35
C2,11504,Suburban 11504,Suburban,up,KAD,123,10:43,10:44
C2,11504,Suburban 11504,Suburban,up,KJT,100,11:19,11:20
C2,11515,Suburban 11515,Suburban,down,CSMT,0,11:03,11:03
C2,11515,Suburban 11515,Suburban,down,DR,9,11:16,11:17
C2,11515,Suburban 11515,Suburban,down,TNA,34,11:53,11:54
C2,11515,Suburban 11515,Suburban,down,DI,49,12:17,12:18
C2,11515,Suburban 11515,Suburban,down,KYN,54,12:26,12:27
C2,11522,Suburban 11522,Suburban,up,LNL,128,11:08,11:08
C2,11522,Suburban 11522,Suburban,up,KAD,123,11:16,11:17
C2,11522,Suburban 11522,Suburban,up,KJT,100,11:51,11:52
C2,11526,Suburban 11526,Suburban,down,CSMT,0,11:33,11:33
C2,11526,Suburban 11526,Suburban,down,DR,9,11:45,11:46
C2,11526,Suburban 11526,Suburban,down,TNA,34,12:22,12:23
C2,11526,Suburban 11526,Suburban,down,DI,49,12:44,12:45
C2,11526,Suburban 11526,Suburban,down,KYN,54,12:53,12:54
C2,11532,Suburban 11532,Suburban,up,LNL,128,11:42,11:42
C2,11532,Suburban 11532,Suburban,up,KAD,123,11:50,11:51
C2,11532,Suburban 11532,Suburban,up,KJT,100,12:27,12:28
C2,11539,Suburban 11539,Suburban,down,CSMT,0,12:05,12:05
C2,11539,Suburban 11539,Suburban,down,DR,9,12:19,12:20
C2,11539,Suburban 11539,Suburban,down,TNA,34,12:57,12:58
C2,11539,Suburban 11539,Suburban,down,DI,49,13:19,13:20
